dataset,d,n,seed,method,train_acc,train_f1,train_auc,test_acc,test_f1,test_auc,fit_time_s,timestamp
adult,105,43958,0,mlp,0.8675,0.8089,0.9276,0.8534,0.7885,0.9074,23.031,2026-06-24T18:17:36.546766
adult,105,43958,0,rbf_exact,0.8801,0.8252,0.9306,0.8487,0.7791,0.8869,168.645,2026-06-24T18:22:45.565407
adult,105,43958,1,linear_svm,0.8537,0.7833,0.9074,0.8528,0.7808,0.9104,0.916,2026-06-24T18:23:00.709335
adult,105,43958,1,grad_boost,0.8831,0.829,0.9412,0.8761,0.8154,0.933,1.182,2026-06-24T18:23:02.538855
adult,105,43958,1,shallow_rff,0.8432,0.7491,0.8971,0.8421,0.7447,0.8957,4.034,2026-06-24T18:23:11.177462
adult,105,43958,1,mlp,0.8665,0.8045,0.9261,0.8557,0.7868,0.9111,28.619,2026-06-24T18:23:40.836267
adult,105,43958,1,rbf_exact,0.88,0.8253,0.93,0.8507,0.7812,0.8919,169.368,2026-06-24T18:28:57.253960
adult,105,43958,2,linear_svm,0.8542,0.7844,0.9081,0.852,0.7777,0.9032,1.095,2026-06-24T18:29:12.827311
adult,105,43958,2,grad_boost,0.8905,0.8411,0.9492,0.87,0.8093,0.9264,1.781,2026-06-24T18:29:15.563753
adult,105,43958,2,shallow_rff,0.8478,0.7638,0.9001,0.8401,0.7497,0.89,3.924,2026-06-24T18:29:24.386615
adult,105,43958,2,mlp,0.8622,0.7972,0.9201,0.8491,0.777,0.9065,27.298,2026-06-24T18:29:52.716542
adult,105,43958,2,rbf_exact,0.8805,0.8263,0.9307,0.8436,0.7681,0.8778,143.799,2026-06-24T18:34:25.158783
adult,105,43958,3,linear_svm,0.8545,0.7848,0.9084,0.8505,0.7778,0.9009,0.932,2026-06-24T18:34:39.113180
adult,105,43958,3,grad_boost,0.8855,0.8333,0.9441,0.8679,0.8044,0.9241,1.266,2026-06-24T18:34:40.974605
adult,105,43958,3,shallow_rff,0.848,0.7636,0.8994,0.8399,0.7477,0.8833,3.938,2026-06-24T18:34:49.405298
adult,105,43958,3,mlp,0.8636,0.8081,0.9215,0.8489,0.7857,0.9033,19.175,2026-06-24T18:35:09.545841
adult,105,43958,3,rbf_exact,0.8805,0.8259,0.9311,0.8425,0.7657,0.8812,172.261,2026-06-24T18:40:08.129154
adult,105,43958,4,linear_svm,0.8541,0.7843,0.9083,0.8514,0.7807,0.9012,0.943,2026-06-24T18:40:21.777888
adult,105,43958,4,grad_boost,0.8841,0.8311,0.9426,0.8745,0.819,0.9255,1.152,2026-06-24T18:40:23.489588
adult,105,43958,4,shallow_rff,0.8473,0.7633,0.8996,0.8425,0.7582,0.8865,3.727,2026-06-24T18:40:31.729589
adult,105,43958,4,mlp,0.8661,0.8088,0.9258,0.854,0.7929,0.9069,21.894,2026-06-24T18:40:54.603876
adult,105,43958,4,rbf_exact,0.8804,0.8263,0.9315,0.8462,0.7758,0.8832,203.41,2026-06-24T18:46:50.777471
adult,105,43958,0,arch_proposed,0.8558,0.7889,0.9122,0.8557,0.7871,0.9066,34.549,2026-06-24T19:23:53.124854
adult,105,43958,1,arch_proposed,0.8567,0.7894,0.9129,0.8534,0.7836,0.9099,37.436,2026-06-24T19:24:43.427790
adult,105,43958,2,arch_proposed,0.857,0.7903,0.9129,0.8479,0.7739,0.901,36.351,2026-06-24T19:25:32.038234
adult,105,43958,3,arch_proposed,0.856,0.7871,0.9126,0.8473,0.7718,0.8962,37.021,2026-06-24T19:26:21.396435
adult,105,43958,4,arch_proposed,0.8555,0.7882,0.9122,0.8483,0.7794,0.8973,36.225,2026-06-24T19:27:11.242520
bank,51,40690,0,linear_svm,0.9007,0.6807,0.9095,0.9027,0.6884,0.912,0.371,2026-06-24T19:27:13.352303
bank,51,40690,0,grad_boost,0.9294,0.8109,0.9623,0.908,0.7526,0.9379,0.958,2026-06-24T19:27:14.707178
bank,51,40690,0,shallow_rff,0.9028,0.688,0.9256,0.9013,0.6834,0.907,3.783,2026-06-24T19:27:23.113377
bank,51,40690,0,mlp,0.916,0.7753,0.9442,0.9038,0.7386,0.9241,40.91,2026-06-24T19:28:05.072899
bank,51,40690,0,rbf_exact,0.9497,0.8625,0.97,0.8971,0.707,0.896,68.566,2026-06-24T19:29:55.766488
bank,51,40690,1,linear_svm,0.9005,0.6792,0.9087,0.9044,0.6962,0.9182,0.384,2026-06-24T19:30:00.601140
bank,51,40690,1,grad_boost,0.9278,0.8061,0.9604,0.9142,0.7657,0.9409,0.826,2026-06-24T19:30:01.805823
bank,51,40690,1,shallow_rff,0.9026,0.6772,0.9239,0.8994,0.6744,0.9115,3.713,2026-06-24T19:30:10.257569
bank,51,40690,1,mlp,0.9063,0.7381,0.9243,0.9078,0.7445,0.9262,26.695,2026-06-24T19:30:37.967261
bank,51,40690,1,rbf_exact,0.95,0.8632,0.9684,0.9036,0.7305,0.9071,74.889,2026-06-24T19:32:34.685764
bank,51,40690,2,linear_svm,0.9013,0.6836,0.9098,0.8994,0.6696,0.9128,0.232,2026-06-24T19:32:38.984677
bank,51,40690,2,grad_boost,0.9305,0.8148,0.9623,0.9131,0.7733,0.9406,0.762,2026-06-24T19:32:40.088129
bank,51,40690,2,shallow_rff,0.9014,0.6675,0.9229,0.8983,0.6494,0.9111,3.133,2026-06-24T19:32:47.373297
bank,51,40690,2,mlp,0.9235,0.7965,0.9532,0.9064,0.7533,0.9282,30.892,2026-06-24T19:33:19.233788
bank,51,40690,2,rbf_exact,0.9504,0.8645,0.97,0.8978,0.7237,0.8941,66.406,2026-06-24T19:35:07.041968
bank,51,40690,3,linear_svm,0.9006,0.6808,0.9106,0.9051,0.6951,0.9067,0.369,2026-06-24T19:35:12.260929
bank,51,40690,3,grad_boost,0.924,0.7969,0.9551,0.9142,0.7692,0.9372,0.746,2026-06-24T19:35:13.344906
bank,51,40690,3,shallow_rff,0.9029,0.6812,0.9244,0.904,0.6875,0.9095,4.11,2026-06-24T19:35:22.152155
bank,51,40690,3,mlp,0.9103,0.7382,0.9328,0.9104,0.7368,0.9244,35.012,2026-06-24T19:35:58.175349
bank,51,40690,3,rbf_exact,0.9496,0.8621,0.9695,0.9069,0.7384,0.9063,62.932,2026-06-24T19:37:41.161543
bank,51,40690,4,linear_svm,0.9011,0.6838,0.9108,0.9,0.6674,0.9028,0.294,2026-06-24T19:37:45.787138
bank,51,40690,4,grad_boost,0.9259,0.8008,0.9574,0.9073,0.7428,0.9367,0.648,2026-06-24T19:37:46.756006
bank,51,40690,4,shallow_rff,0.9032,0.685,0.9236,0.896,0.6472,0.905,3.958,2026-06-24T19:37:54.773366
bank,51,40690,4,mlp,0.9296,0.824,0.9587,0.9042,0.7581,0.9237,25.106,2026-06-24T19:38:20.762879
bank,51,40690,4,rbf_exact,0.9503,0.8633,0.9686,0.8998,0.7146,0.9,64.761,2026-06-24T19:40:06.658277
bank,51,40690,0,arch_proposed,0.9115,0.7553,0.936,0.9042,0.7362,0.9236,25.173,2026-06-24T20:02:58.441574
bank,51,40690,1,arch_proposed,0.9106,0.7527,0.9344,0.9091,0.7477,0.9261,26.532,2026-06-24T20:03:35.878005
bank,51,40690,2,arch_proposed,0.9106,0.7485,0.9332,0.9075,0.7476,0.9222,26.909,2026-06-24T20:04:13.819872
bank,51,40690,3,arch_proposed,0.9104,0.7511,0.9348,0.9078,0.746,0.9223,25.495,2026-06-24T20:04:49.872972
bank,51,40690,4,arch_proposed,0.9116,0.7547,0.9351,0.9018,0.7182,0.923,27.613,2026-06-24T20:05:27.799008
letter,16,18000,0,linear_svm,0.7044,0.695,0.9443,0.719,0.7086,0.9468,0.805,2026-06-24T20:05:30.052133
letter,16,18000,0,grad_boost,0.9963,0.9963,1.0,0.967,0.967,0.9997,6.728,2026-06-24T20:05:39.565790
letter,16,18000,0,shallow_rff,0.9152,0.9145,0.9954,0.913,0.9127,0.9957,4.017,2026-06-24T20:05:46.039531
letter,16,18000,0,mlp,0.9961,0.996,1.0,0.9725,0.9724,0.9998,30.503,2026-06-24T20:06:17.152107
letter,16,18000,0,rbf_exact,0.9925,0.9924,0.9997,0.9775,0.9775,0.9988,1.779,2026-06-24T20:06:35.993859
letter,16,18000,1,linear_svm,0.7046,0.6952,0.9444,0.7095,0.6999,0.9438,0.652,2026-06-24T20:06:38.493728
letter,16,18000,1,grad_boost,0.9974,0.9974,1.0,0.97,0.9701,0.9998,6.729,2026-06-24T20:06:48.204833
letter,16,18000,1,shallow_rff,0.9172,0.917,0.9959,0.8995,0.8997,0.9941,4.146,2026-06-24T20:06:54.899659
letter,16,18000,1,mlp,0.9957,0.9957,1.0,0.9675,0.9674,0.9997,24.254,2026-06-24T20:07:19.753509
letter,16,18000,1,rbf_exact,0.9925,0.9924,0.9997,0.9735,0.9735,0.9985,1.778,2026-06-24T20:07:39.065357
letter,16,18000,2,linear_svm,0.7038,0.6943,0.9446,0.726,0.7178,0.9456,0.737,2026-06-24T20:07:41.780335
letter,16,18000,2,grad_boost,0.9966,0.9965,1.0,0.974,0.9736,0.9997,6.009,2026-06-24T20:07:50.577925
letter,16,18000,2,shallow_rff,0.9179,0.9181,0.996,0.9105,0.911,0.9941,4.117,2026-06-24T20:07:57.067731
letter,16,18000,2,mlp,0.9926,0.9925,1.0,0.964,0.9641,0.9997,23.422,2026-06-24T20:08:21.082343
letter,16,18000,2,rbf_exact,0.9931,0.993,0.9997,0.973,0.9728,0.9983,1.78,2026-06-24T20:08:41.123349
letter,16,18000,3,linear_svm,0.7066,0.6975,0.9447,0.7075,0.6924,0.9436,0.661,2026-06-24T20:08:43.595684
letter,16,18000,3,grad_boost,0.9971,0.9971,1.0,0.962,0.9618,0.9995,5.552,2026-06-24T20:08:51.656106
letter,16,18000,3,shallow_rff,0.9191,0.9191,0.9957,0.903,0.9015,0.9947,3.932,2026-06-24T20:08:57.955461
letter,16,18000,3,mlp,0.9962,0.9961,1.0,0.967,0.9668,0.9997,27.489,2026-06-24T20:09:26.027805
letter,16,18000,3,rbf_exact,0.9929,0.9929,0.9997,0.9735,0.9734,0.9986,1.794,2026-06-24T20:09:45.142388
letter,16,18000,4,linear_svm,0.7091,0.6997,0.945,0.6835,0.6758,0.9397,0.676,2026-06-24T20:09:47.628952
letter,16,18000,4,grad_boost,0.9959,0.9959,1.0,0.9675,0.9675,0.9998,5.344,2026-06-24T20:09:55.457573
letter,16,18000,4,shallow_rff,0.9202,0.9205,0.9958,0.893,0.8939,0.9933,4.084,2026-06-24T20:10:01.916191
letter,16,18000,4,mlp,0.9954,0.9954,1.0,0.966,0.9659,0.9997,36.343,2026-06-24T20:10:38.871374
letter,16,18000,4,rbf_exact,0.9927,0.9927,0.9997,0.969,0.9688,0.9981,1.795,2026-06-24T20:10:58.094242
