dataset,panel,d,n,seed,method,m,L,feeding,train_acc,train_f1,train_auc,test_acc,test_f1,test_auc,fit_time_s,timestamp
chess_krk,gap,23,5416,1,arch,50,5,disjoint,0.822,0.8944,0.9884,0.5045,0.4181,0.8855,75.305,2026-06-23T12:18:38.085005
chess_krk,gap,23,5416,1,arch,70,1,disjoint,0.6952,0.7514,0.971,0.493,0.4193,0.8862,93.891,2026-06-23T12:20:12.776274
chess_krk,gap,23,5416,1,arch,70,2,disjoint,0.7653,0.8275,0.9808,0.5101,0.4143,0.8865,80.972,2026-06-23T12:21:35.809030
chess_krk,gap,23,5416,1,arch,70,3,disjoint,0.8026,0.8645,0.9859,0.5129,0.407,0.8935,84.267,2026-06-23T12:23:03.419508
chess_krk,gap,23,5416,1,arch,70,4,disjoint,0.8144,0.8845,0.9871,0.5149,0.4208,0.9036,88.137,2026-06-23T12:24:36.067667
chess_krk,gap,23,5416,1,arch,70,5,disjoint,0.8224,0.8906,0.9878,0.5078,0.4588,0.9049,90.761,2026-06-23T12:26:13.013643
chess_krk,gap,23,5416,2,arch,20,1,disjoint,0.6798,0.7551,0.9647,0.4896,0.4521,0.8673,28.402,2026-06-23T12:26:41.800866
chess_krk,gap,23,5416,2,arch,20,2,disjoint,0.7199,0.8025,0.974,0.4958,0.4552,0.8779,31.573,2026-06-23T12:27:14.155749
chess_krk,gap,23,5416,2,arch,20,3,disjoint,0.7578,0.8401,0.9803,0.5017,0.4729,0.8801,34.156,2026-06-23T12:27:49.533587
chess_krk,gap,23,5416,2,arch,20,4,disjoint,0.7734,0.8598,0.9827,0.498,0.4505,0.8695,39.106,2026-06-23T12:28:30.596394
chess_krk,gap,23,5416,2,arch,20,5,disjoint,0.7781,0.8639,0.9847,0.5001,0.4555,0.8685,53.09,2026-06-23T12:29:25.934209
chess_krk,gap,23,5416,2,arch,50,1,disjoint,0.6976,0.761,0.9699,0.4896,0.4536,0.8699,62.443,2026-06-23T12:30:29.003739
chess_krk,gap,23,5416,2,arch,50,2,disjoint,0.7629,0.8369,0.9806,0.4928,0.4501,0.8732,70.804,2026-06-23T12:31:41.583092
chess_krk,gap,23,5416,2,arch,50,3,disjoint,0.7999,0.87,0.9851,0.4988,0.4413,0.8777,69.432,2026-06-23T12:32:53.700576
chess_krk,gap,23,5416,2,arch,50,4,disjoint,0.8093,0.8801,0.9869,0.5072,0.4565,0.8721,71.521,2026-06-23T12:34:09.875147
chess_krk,gap,23,5416,2,arch,50,5,disjoint,0.8091,0.8811,0.9871,0.5119,0.4665,0.8778,75.762,2026-06-23T12:35:30.575070
chess_krk,gap,23,5416,2,arch,70,1,disjoint,0.7009,0.7592,0.9703,0.4899,0.4533,0.8705,84.851,2026-06-23T12:36:56.271814
chess_krk,gap,23,5416,2,arch,70,2,disjoint,0.7614,0.8195,0.9803,0.5054,0.4554,0.8803,79.506,2026-06-23T12:38:17.899613
chess_krk,gap,23,5416,2,arch,70,3,disjoint,0.8013,0.8688,0.9855,0.5078,0.4536,0.8832,90.104,2026-06-23T12:39:51.256084
chess_krk,gap,23,5416,2,arch,70,4,disjoint,0.8155,0.882,0.9867,0.5204,0.4688,0.8873,85.767,2026-06-23T12:41:21.557843
chess_krk,gap,23,5416,2,arch,70,5,disjoint,0.8076,0.8771,0.9869,0.5108,0.4594,0.881,94.287,2026-06-23T12:43:01.576146
chess_krk,gap,23,9028,0,flat_arccos,0,0,disjoint,0.6646,0.6857,0.9697,0.5138,0.4789,0.9267,20.037,2026-06-23T12:43:21.838731
chess_krk,gap,23,9028,0,rbf_exact,0,0,disjoint,0.7041,0.6704,0.9734,0.5605,0.4957,0.9349,2.051,2026-06-23T12:43:37.983303
chess_krk,gap,23,9028,0,rbf_rff,0,0,disjoint,0.5543,0.5112,0.9525,0.4571,0.392,0.9181,3.772,2026-06-23T12:43:46.768603
chess_krk,gap,23,9028,0,arch,20,1,disjoint,0.6463,0.7082,0.9593,0.5042,0.4707,0.913,59.939,2026-06-23T12:44:47.261988
chess_krk,gap,23,9028,0,arch,20,2,disjoint,0.6992,0.7729,0.9708,0.5391,0.5001,0.9215,66.814,2026-06-23T12:45:55.230911
chess_krk,gap,23,9028,0,arch,20,3,disjoint,0.728,0.8064,0.9766,0.5454,0.4906,0.9245,74.627,2026-06-23T12:47:11.480806
chess_krk,gap,23,9028,0,arch,20,4,disjoint,0.7386,0.8201,0.98,0.542,0.4854,0.9199,74.227,2026-06-23T12:48:27.734173
chess_krk,gap,23,9028,0,arch,20,5,disjoint,0.7541,0.8361,0.9826,0.5466,0.4978,0.9048,80.279,2026-06-23T12:49:50.481034
chess_krk,gap,23,9028,0,arch,50,1,disjoint,0.675,0.7409,0.9667,0.5099,0.4784,0.9132,128.741,2026-06-23T12:52:00.193338
chess_krk,gap,23,9028,0,arch,50,2,disjoint,0.7473,0.8118,0.9779,0.5516,0.4959,0.92,148.355,2026-06-23T12:54:32.182752
chess_krk,gap,23,9028,0,arch,50,3,disjoint,0.7707,0.849,0.9823,0.5471,0.4953,0.9253,221.831,2026-06-23T12:58:19.362366
chess_krk,gap,23,9028,0,arch,50,4,disjoint,0.781,0.858,0.9839,0.5569,0.4992,0.9243,166.468,2026-06-23T13:01:10.770802
chess_krk,gap,23,9028,0,arch,50,5,disjoint,0.773,0.8565,0.9842,0.5441,0.5053,0.919,134.308,2026-06-23T13:03:30.898176
chess_krk,gap,23,9028,0,arch,70,1,disjoint,0.6777,0.7399,0.9675,0.514,0.4773,0.9138,192.537,2026-06-23T13:06:44.628657
chess_krk,gap,23,9028,0,arch,70,2,disjoint,0.7504,0.8189,0.9789,0.5475,0.4977,0.9184,179.353,2026-06-23T13:09:46.930811
chess_krk,gap,23,9028,0,arch,70,3,disjoint,0.7786,0.85,0.9826,0.5541,0.4929,0.9224,201.565,2026-06-23T13:13:13.379044
chess_krk,gap,23,9028,0,arch,70,4,disjoint,0.7921,0.8638,0.9846,0.555,0.498,0.9177,202.929,2026-06-23T13:17:37.120205
chess_krk,gap,23,9028,0,arch,70,5,disjoint,0.7916,0.871,0.9852,0.5489,0.4909,0.9189,191.576,2026-06-23T13:20:56.771332
chess_krk,gap,23,9028,1,arch,20,1,disjoint,0.6486,0.6968,0.9598,0.5106,0.4548,0.9157,55.818,2026-06-23T13:21:53.029822
chess_krk,gap,23,9028,1,arch,20,2,disjoint,0.7016,0.7691,0.9714,0.5291,0.4777,0.9233,66.326,2026-06-23T13:23:00.602201
chess_krk,gap,23,9028,1,arch,20,3,disjoint,0.7342,0.8098,0.9776,0.5418,0.5019,0.9283,79.018,2026-06-23T13:24:21.328569
chess_krk,gap,23,9028,1,arch,20,4,disjoint,0.7543,0.8259,0.9813,0.5464,0.5116,0.9156,78.982,2026-06-23T13:25:42.893756
chess_krk,gap,23,9028,1,arch,20,5,disjoint,0.7685,0.8477,0.984,0.5473,0.5108,0.9144,89.928,2026-06-23T13:27:15.645592
chess_krk,gap,23,9028,1,arch,50,1,disjoint,0.6805,0.7184,0.9668,0.5183,0.4601,0.916,155.682,2026-06-23T13:29:52.335418
chess_krk,gap,23,9028,1,arch,50,2,disjoint,0.756,0.8137,0.979,0.5384,0.4888,0.9194,135.469,2026-06-23T13:32:10.218309
chess_krk,gap,23,9028,1,arch,50,3,disjoint,0.776,0.8502,0.9828,0.5493,0.4941,0.9188,139.438,2026-06-23T13:34:33.452576
chess_krk,gap,23,9028,1,arch,50,4,disjoint,0.794,0.8695,0.9848,0.5498,0.4955,0.9169,153.391,2026-06-23T13:37:11.589838
chess_krk,gap,23,9028,1,arch,50,5,disjoint,0.7925,0.8722,0.9854,0.5438,0.4978,0.9117,135.841,2026-06-23T13:39:36.370129
chess_krk,gap,23,9028,1,arch,70,1,disjoint,0.682,0.7295,0.9676,0.5172,0.4537,0.9141,236.805,2026-06-23T13:43:34.192837
chess_krk,gap,23,9028,1,arch,70,2,disjoint,0.7519,0.8141,0.979,0.5345,0.4781,0.9188,187.326,2026-06-23T13:46:44.165483
chess_krk,gap,23,9028,1,arch,70,3,disjoint,0.7902,0.8561,0.9838,0.5585,0.4972,0.924,172.466,2026-06-23T13:49:40.887323
chess_krk,gap,23,9028,1,arch,70,4,disjoint,0.8018,0.8683,0.9855,0.5452,0.4972,0.9208,169.191,2026-06-23T13:52:35.431756
chess_krk,gap,23,9028,1,arch,70,5,disjoint,0.7959,0.8723,0.9857,0.5471,0.4967,0.9108,151.798,2026-06-23T13:55:14.338641
chess_krk,gap,23,14444,0,flat_arccos,0,0,disjoint,0.65,0.6454,0.9655,0.5336,0.4705,0.9354,34.305,2026-06-23T13:55:48.957023
chess_krk,gap,23,14444,0,rbf_exact,0,0,disjoint,0.7054,0.6718,0.9725,0.5974,0.532,0.9464,4.23,2026-06-23T13:56:19.360256
chess_krk,gap,23,14444,0,rbf_rff,0,0,disjoint,0.5108,0.4733,0.9418,0.4582,0.3997,0.918,1.349,2026-06-23T13:56:22.225475
chess_krk,gap,23,14444,0,arch,20,1,disjoint,0.6304,0.6777,0.9563,0.5309,0.4896,0.9239,77.728,2026-06-23T13:57:40.539080
chess_krk,gap,23,14444,0,arch,20,2,disjoint,0.685,0.7391,0.9695,0.5537,0.5147,0.9355,92.982,2026-06-23T13:59:14.793131
chess_krk,gap,23,14444,0,arch,20,3,disjoint,0.7049,0.7684,0.9752,0.5708,0.5164,0.9315,112.016,2026-06-23T14:01:08.763541
chess_krk,gap,23,14444,0,arch,20,4,disjoint,0.7253,0.7994,0.979,0.571,0.521,0.9289,129.257,2026-06-23T14:03:20.711034
chess_krk,gap,23,14444,0,arch,20,5,disjoint,0.7421,0.8153,0.9817,0.5757,0.5214,0.9264,141.401,2026-06-23T14:05:45.673859
chess_krk,gap,23,14444,0,arch,50,1,disjoint,0.6621,0.7108,0.9632,0.5323,0.4887,0.9253,224.216,2026-06-23T14:09:30.932957
chess_krk,gap,23,14444,0,arch,50,2,disjoint,0.7197,0.7859,0.9754,0.5657,0.5187,0.9349,199.403,2026-06-23T14:12:52.842547
chess_krk,gap,23,14444,0,arch,50,3,disjoint,0.7491,0.8256,0.9795,0.5812,0.5244,0.9379,205.303,2026-06-23T14:16:22.232136
chess_krk,gap,23,14444,0,arch,50,4,disjoint,0.7563,0.8398,0.9811,0.576,0.5229,0.9345,213.912,2026-06-23T14:20:01.611854
chess_krk,gap,23,14444,0,arch,50,5,disjoint,0.7596,0.8469,0.9825,0.5837,0.5231,0.9344,203.743,2026-06-23T14:23:32.474572
chess_krk,gap,23,14444,0,arch,70,1,disjoint,0.6687,0.7131,0.965,0.5381,0.4911,0.9253,359.215,2026-06-23T14:29:33.053848
chess_krk,gap,23,14444,0,arch,70,2,disjoint,0.7329,0.7887,0.9767,0.5733,0.5243,0.9283,309.909,2026-06-23T14:34:46.265710
chess_krk,gap,23,14444,0,arch,70,3,disjoint,0.7578,0.8294,0.9807,0.584,0.5385,0.9383,290.194,2026-06-23T14:39:41.741829
chess_krk,gap,23,14444,0,arch,70,4,disjoint,0.7665,0.8453,0.982,0.5849,0.5457,0.9386,291.476,2026-06-23T14:44:40.494201
chess_krk,gap,23,14444,0,arch,70,5,disjoint,0.7634,0.8451,0.9831,0.5856,0.5434,0.9362,294.806,2026-06-23T14:49:44.727222
chess_krk,gap,23,14444,1,arch,20,1,disjoint,0.6361,0.6924,0.9566,0.5313,0.5082,0.9219,76.027,2026-06-23T14:51:01.355843
chess_krk,gap,23,14444,1,arch,20,2,disjoint,0.6842,0.7464,0.9697,0.5634,0.5257,0.9334,91.697,2026-06-23T14:52:34.454594
chess_krk,gap,23,14444,1,arch,20,3,disjoint,0.7125,0.7816,0.9759,0.563,0.5311,0.9365,113.334,2026-06-23T14:54:29.760121
chess_krk,gap,23,14444,1,arch,20,4,disjoint,0.7269,0.7998,0.9791,0.5799,0.5449,0.9301,130.691,2026-06-23T14:56:43.176632
chess_krk,gap,23,14444,1,arch,20,5,disjoint,0.7453,0.8192,0.9818,0.5821,0.5488,0.9293,144.034,2026-06-23T14:59:10.627138
chess_krk,gap,23,14444,1,arch,50,1,disjoint,0.6656,0.72,0.9635,0.5375,0.5046,0.9214,251.666,2026-06-23T15:03:23.322040
chess_krk,gap,23,14444,1,arch,50,2,disjoint,0.7254,0.7887,0.9753,0.5685,0.5421,0.9316,203.892,2026-06-23T15:06:49.701743
chess_krk,gap,23,14444,1,arch,50,3,disjoint,0.7506,0.8301,0.9795,0.5789,0.5326,0.9356,201.118,2026-06-23T15:10:14.859137
chess_krk,gap,23,14444,1,arch,50,4,disjoint,0.7506,0.8352,0.981,0.5716,0.5387,0.9405,207.394,2026-06-23T15:13:47.742591
chess_krk,gap,23,14444,1,arch,50,5,disjoint,0.7544,0.8418,0.9819,0.5685,0.5509,0.9354,214.801,2026-06-23T15:17:29.559147
chess_krk,gap,23,14444,1,arch,70,1,disjoint,0.6734,0.7227,0.9648,0.547,0.5182,0.9221,358.478,2026-06-23T15:23:29.380206
chess_krk,gap,23,14444,1,arch,70,2,disjoint,0.7283,0.7977,0.9762,0.5719,0.5279,0.9323,304.858,2026-06-23T15:28:37.586463
chess_krk,gap,23,14444,1,arch,70,3,disjoint,0.7569,0.8318,0.9809,0.581,0.5544,0.9372,312.993,2026-06-23T15:33:56.259344
chess_krk,gap,23,14444,1,arch,70,4,disjoint,0.7656,0.8467,0.9816,0.5837,0.5538,0.941,298.062,2026-06-23T15:39:02.315790
chess_krk,gap,23,14444,1,arch,70,5,disjoint,0.7636,0.8508,0.9825,0.5824,0.5546,0.9362,317.303,2026-06-23T15:44:29.662787
spirals,gap,2,30000,0,flat_arccos,0,0,disjoint,0.6013,0.6013,0.6462,0.5871,0.587,0.633,2.404,2026-06-23T15:44:32.541798
spirals,gap,2,30000,0,rbf_rff,0,0,disjoint,0.7558,0.7556,0.7553,0.7545,0.7542,0.7546,1.276,2026-06-23T15:44:36.495392
spirals,gap,2,30000,0,arch,20,1,disjoint,0.6017,0.6017,0.6461,0.5867,0.5867,0.633,2.387,2026-06-23T15:44:39.502347
spirals,gap,2,30000,0,arch,20,2,disjoint,0.7509,0.7509,0.849,0.7375,0.7375,0.8359,9.836,2026-06-23T15:44:51.107177
spirals,gap,2,30000,0,arch,20,3,disjoint,0.9975,0.9975,0.9998,0.9977,0.9977,0.9998,12.59,2026-06-23T15:45:05.884358
spirals,gap,2,30000,0,arch,20,4,disjoint,0.9981,0.9981,0.9998,0.9982,0.9982,0.9998,13.623,2026-06-23T15:45:21.907625
spirals,gap,2,30000,0,arch,20,5,disjoint,0.9984,0.9984,1.0,0.9981,0.9981,1.0,14.157,2026-06-23T15:45:39.029978
spirals,gap,2,30000,0,arch,50,1,disjoint,0.6008,0.6008,0.6461,0.5867,0.5867,0.6332,15.896,2026-06-23T15:45:55.525791
spirals,gap,2,30000,0,arch,50,2,disjoint,0.8026,0.8025,0.8897,0.7926,0.7925,0.8824,39.856,2026-06-23T15:46:36.646664
spirals,gap,2,30000,0,arch,50,3,disjoint,0.9965,0.9965,0.9998,0.996,0.996,0.9996,49.895,2026-06-23T15:47:28.435331
spirals,gap,2,30000,0,arch,50,4,disjoint,0.999,0.999,0.9999,0.9981,0.9981,0.9999,50.355,2026-06-23T15:48:21.303223
spirals,gap,2,30000,0,arch,50,5,disjoint,0.9993,0.9993,1.0,0.9986,0.9986,1.0,50.773,2026-06-23T15:49:15.308330
spirals,gap,2,30000,0,arch,70,1,disjoint,0.6003,0.6003,0.6462,0.5855,0.5855,0.6333,15.829,2026-06-23T15:49:31.763452
spirals,gap,2,30000,0,arch,70,2,disjoint,0.8316,0.8316,0.9186,0.8297,0.8296,0.9176,38.767,2026-06-23T15:50:11.805474
spirals,gap,2,30000,0,arch,70,3,disjoint,0.9986,0.9986,0.9999,0.9987,0.9987,0.9999,48.043,2026-06-23T15:51:01.866248
spirals,gap,2,30000,0,arch,70,4,disjoint,0.9985,0.9985,0.9999,0.9985,0.9985,0.9999,48.816,2026-06-23T15:51:53.347051
spirals,gap,2,30000,0,arch,70,5,disjoint,0.9986,0.9986,0.9999,0.9986,0.9986,0.9999,49.519,2026-06-23T15:52:46.280288
spirals,gap,2,30000,1,arch,20,1,disjoint,0.5995,0.5995,0.6452,0.6002,0.6002,0.6454,2.215,2026-06-23T15:52:49.143470
spirals,gap,2,30000,1,arch,20,2,disjoint,0.7731,0.773,0.8784,0.769,0.769,0.8762,9.321,2026-06-23T15:52:59.623585
spirals,gap,2,30000,1,arch,20,3,disjoint,0.9996,0.9996,0.9999,0.9993,0.9993,0.9996,11.891,2026-06-23T15:53:13.315406
spirals,gap,2,30000,1,arch,20,4,disjoint,0.9997,0.9997,0.9999,0.9993,0.9993,0.9996,12.651,2026-06-23T15:53:28.309475
spirals,gap,2,30000,1,arch,20,5,disjoint,0.9997,0.9997,0.9999,0.9993,0.9993,0.9996,13.192,2026-06-23T15:53:44.498007
spirals,gap,2,30000,1,arch,50,1,disjoint,0.6004,0.6004,0.6452,0.6015,0.6015,0.6455,14.66,2026-06-23T15:53:59.750621
spirals,gap,2,30000,1,arch,50,2,disjoint,0.9216,0.9216,0.9723,0.9207,0.9207,0.9731,38.148,2026-06-23T15:54:39.433618
spirals,gap,2,30000,1,arch,50,3,disjoint,0.9988,0.9988,0.9999,0.9988,0.9988,0.9999,42.212,2026-06-23T15:55:23.966592
spirals,gap,2,30000,1,arch,50,4,disjoint,0.999,0.999,0.9999,0.9991,0.9991,0.9999,47.507,2026-06-23T15:56:14.461430
spirals,gap,2,30000,1,arch,50,5,disjoint,0.9993,0.9993,1.0,0.9995,0.9995,1.0,54.048,2026-06-23T15:57:13.285254
spirals,gap,2,30000,1,arch,70,1,disjoint,0.6003,0.6003,0.6452,0.6013,0.6013,0.6455,16.049,2026-06-23T15:57:30.051523
spirals,gap,2,30000,1,arch,70,2,disjoint,0.951,0.951,0.9912,0.9495,0.9495,0.9912,43.844,2026-06-23T15:58:15.462419
spirals,gap,2,30000,1,arch,70,3,disjoint,0.9997,0.9997,1.0,0.9997,0.9997,1.0,50.642,2026-06-23T15:59:08.872755
spirals,gap,2,30000,1,arch,70,4,disjoint,0.9998,0.9998,1.0,0.9999,0.9999,1.0,51.837,2026-06-23T16:00:04.359617
spirals,gap,2,30000,1,arch,70,5,disjoint,0.9997,0.9997,1.0,0.9996,0.9996,1.0,51.596,2026-06-23T16:00:59.720121
spirals,gap,2,50000,0,flat_arccos,0,0,disjoint,0.601,0.601,0.6447,0.5878,0.5877,0.6346,1.764,2026-06-23T16:01:02.169291
spirals,gap,2,50000,0,rbf_rff,0,0,disjoint,0.7221,0.7221,0.7872,0.7218,0.7217,0.7866,1.921,2026-06-23T16:01:08.062233
spirals,gap,2,50000,0,arch,20,1,disjoint,0.6013,0.6013,0.6447,0.5873,0.5872,0.6347,3.246,2026-06-23T16:01:12.231480
spirals,gap,2,50000,0,arch,20,2,disjoint,0.8319,0.8318,0.908,0.8311,0.831,0.9086,16.758,2026-06-23T16:01:31.290149
spirals,gap,2,50000,0,arch,20,3,disjoint,0.9995,0.9995,0.9999,0.9995,0.9995,0.9998,22.134,2026-06-23T16:01:56.542295
spirals,gap,2,50000,0,arch,20,4,disjoint,0.9995,0.9995,0.9999,0.9995,0.9995,0.9998,24.576,2026-06-23T16:02:29.482071
spirals,gap,2,50000,0,arch,20,5,disjoint,0.9995,0.9995,0.9999,0.9995,0.9995,0.9998,32.765,2026-06-23T16:03:12.165717
spirals,gap,2,50000,0,arch,50,1,disjoint,0.6013,0.6013,0.6447,0.5875,0.5874,0.6346,5.108,2026-06-23T16:03:18.242383
spirals,gap,2,50000,0,arch,50,2,disjoint,0.9665,0.9665,0.9941,0.9656,0.9656,0.9936,22.635,2026-06-23T16:03:42.704555
spirals,gap,2,50000,0,arch,50,3,disjoint,0.9996,0.9996,1.0,0.9997,0.9997,1.0,23.601,2026-06-23T16:04:09.033485
spirals,gap,2,50000,0,arch,50,4,disjoint,0.9996,0.9996,1.0,0.9999,0.9999,1.0,24.673,2026-06-23T16:04:37.407033
spirals,gap,2,50000,0,arch,50,5,disjoint,0.9996,0.9996,1.0,0.9999,0.9999,1.0,26.076,2026-06-23T16:05:08.143892
spirals,gap,2,50000,0,arch,70,1,disjoint,0.6013,0.6013,0.6447,0.587,0.5868,0.6346,25.642,2026-06-23T16:05:34.722171
spirals,gap,2,50000,0,arch,70,2,disjoint,0.9134,0.9134,0.9757,0.9164,0.9164,0.9766,67.6,2026-06-23T16:06:44.375879
spirals,gap,2,50000,0,arch,70,3,disjoint,0.9995,0.9995,1.0,0.9997,0.9997,1.0,78.105,2026-06-23T16:08:06.254811
spirals,gap,2,50000,0,arch,70,4,disjoint,0.9996,0.9996,1.0,0.9997,0.9997,1.0,75.797,2026-06-23T16:09:25.645418
spirals,gap,2,50000,0,arch,70,5,disjoint,0.9996,0.9996,1.0,0.9997,0.9997,1.0,78.614,2026-06-23T16:10:48.731977
spirals,gap,2,50000,1,arch,20,1,disjoint,0.5998,0.5998,0.6457,0.5946,0.5946,0.639,2.737,2026-06-23T16:10:52.318188
spirals,gap,2,50000,1,arch,20,2,disjoint,0.8011,0.8011,0.8765,0.7929,0.7929,0.8721,14.186,2026-06-23T16:11:08.119390
spirals,gap,2,50000,1,arch,20,3,disjoint,0.9997,0.9997,0.9999,0.9997,0.9997,1.0,18.47,2026-06-23T16:11:28.943760
spirals,gap,2,50000,1,arch,20,4,disjoint,0.9998,0.9998,0.9999,0.9998,0.9998,1.0,19.607,2026-06-23T16:11:51.737040
spirals,gap,2,50000,1,arch,20,5,disjoint,0.9998,0.9998,1.0,0.9998,0.9998,1.0,20.747,2026-06-23T16:12:16.473209
spirals,gap,2,50000,1,arch,50,1,disjoint,0.6003,0.6003,0.6456,0.5952,0.5952,0.6389,3.334,2026-06-23T16:12:20.641482
spirals,gap,2,50000,1,arch,50,2,disjoint,0.7555,0.7555,0.8571,0.75,0.75,0.8481,20.466,2026-06-23T16:12:44.148951
spirals,gap,2,50000,1,arch,50,3,disjoint,0.9995,0.9995,1.0,0.9995,0.9995,1.0,26.325,2026-06-23T16:13:13.617679
spirals,gap,2,50000,1,arch,50,4,disjoint,0.9993,0.9993,0.9999,0.9994,0.9994,0.9999,27.058,2026-06-23T16:13:44.684098
spirals,gap,2,50000,1,arch,50,5,disjoint,0.9993,0.9993,0.9999,0.9995,0.9995,0.9999,27.213,2026-06-23T16:14:16.809763
spirals,gap,2,50000,1,arch,70,1,disjoint,0.6,0.6,0.6457,0.5953,0.5953,0.6388,28.989,2026-06-23T16:14:46.815378
spirals,gap,2,50000,1,arch,70,2,disjoint,0.8578,0.8578,0.9476,0.8593,0.8593,0.9469,71.003,2026-06-23T16:15:59.958183
spirals,gap,2,50000,1,arch,70,3,disjoint,0.9991,0.9991,0.9997,0.999,0.999,0.9997,88.212,2026-06-23T16:17:31.157103
spirals,gap,2,50000,1,arch,70,4,disjoint,0.9993,0.9993,0.9998,0.999,0.999,0.9999,86.93,2026-06-23T16:19:02.049174
spirals,gap,2,50000,1,arch,70,5,disjoint,0.9994,0.9994,0.9999,0.9995,0.9995,0.9999,80.123,2026-06-23T16:20:27.097605
spirals,gap,2,80000,0,flat_arccos,0,0,disjoint,0.6,0.6,0.6436,0.5898,0.5898,0.6374,3.086,2026-06-23T16:20:31.332719
spirals,gap,2,80000,0,rbf_rff,0,0,disjoint,0.7373,0.737,0.7774,0.7345,0.7341,0.7806,2.168,2026-06-23T16:20:38.922563
spirals,gap,2,80000,0,arch,20,1,disjoint,0.6005,0.6005,0.6435,0.5897,0.5897,0.6374,4.94,2026-06-23T16:20:45.682784
spirals,gap,2,80000,0,arch,20,2,disjoint,0.6998,0.6997,0.7977,0.6921,0.692,0.7901,18.609,2026-06-23T16:21:07.710630
spirals,gap,2,80000,0,arch,20,3,disjoint,0.9994,0.9994,0.9998,0.9989,0.9989,0.9994,30.285,2026-06-23T16:21:42.273908
spirals,gap,2,80000,0,arch,20,4,disjoint,0.9993,0.9993,0.9997,0.9989,0.9989,0.9993,32.615,2026-06-23T16:22:21.283857
spirals,gap,2,80000,0,arch,20,5,disjoint,0.9993,0.9993,0.9997,0.9989,0.9989,0.9993,40.244,2026-06-23T16:23:09.132839
spirals,gap,2,80000,0,arch,50,1,disjoint,0.6002,0.6002,0.6436,0.5895,0.5895,0.6375,5.552,2026-06-23T16:23:16.005241
spirals,gap,2,80000,0,arch,50,2,disjoint,0.8141,0.8138,0.8975,0.8172,0.8167,0.8971,30.45,2026-06-23T16:23:49.727744
spirals,gap,2,80000,0,arch,50,3,disjoint,0.9997,0.9997,0.9999,0.9993,0.9993,0.9997,37.002,2026-06-23T16:24:31.904608
spirals,gap,2,80000,0,arch,50,4,disjoint,0.9997,0.9997,0.9998,0.9992,0.9992,0.9996,41.173,2026-06-23T16:25:19.785508
spirals,gap,2,80000,0,arch,50,5,disjoint,0.9997,0.9997,0.9999,0.9992,0.9992,0.9997,41.465,2026-06-23T16:26:09.633884
spirals,gap,2,80000,0,arch,70,1,disjoint,0.6005,0.6005,0.6435,0.5905,0.5905,0.6373,5.709,2026-06-23T16:26:16.811512
spirals,gap,2,80000,0,arch,70,2,disjoint,0.8564,0.8564,0.9367,0.8562,0.8562,0.9332,37.938,2026-06-23T16:26:58.655691
spirals,gap,2,80000,0,arch,70,3,disjoint,0.9994,0.9994,0.9999,0.9994,0.9994,0.9999,46.24,2026-06-23T16:27:50.293229
spirals,gap,2,80000,0,arch,70,4,disjoint,0.9993,0.9993,0.9999,0.9993,0.9993,0.9998,52.054,2026-06-23T16:28:49.391957
spirals,gap,2,80000,0,arch,70,5,disjoint,0.9993,0.9993,0.9999,0.9993,0.9993,0.9998,56.165,2026-06-23T16:29:54.526725
spirals,gap,2,80000,1,arch,20,1,disjoint,0.6005,0.6004,0.6427,0.5953,0.5953,0.6393,4.925,2026-06-23T16:30:00.752280
spirals,gap,2,80000,1,arch,20,2,disjoint,0.6518,0.6506,0.7976,0.6496,0.6485,0.793,17.247,2026-06-23T16:30:21.320652
spirals,gap,2,80000,1,arch,20,3,disjoint,0.9991,0.9991,0.9998,0.9991,0.9991,1.0,30.21,2026-06-23T16:30:56.198351
spirals,gap,2,80000,1,arch,20,4,disjoint,0.9993,0.9993,0.9998,0.9993,0.9993,1.0,35.375,2026-06-23T16:31:36.755124
spirals,gap,2,80000,1,arch,20,5,disjoint,0.9993,0.9993,0.9998,0.9993,0.9993,1.0,29.525,2026-06-23T16:32:12.013508
spirals,gap,2,80000,1,arch,50,1,disjoint,0.6006,0.6006,0.6429,0.5954,0.5954,0.6395,5.074,2026-06-23T16:32:18.285659
spirals,gap,2,80000,1,arch,50,2,disjoint,0.8487,0.8486,0.9344,0.8477,0.8477,0.9338,34.57,2026-06-23T16:32:56.605036
spirals,gap,2,80000,1,arch,50,3,disjoint,0.9998,0.9998,1.0,1.0,1.0,1.0,37.364,2026-06-23T16:33:37.720186
spirals,gap,2,80000,1,arch,50,4,disjoint,0.9998,0.9998,1.0,1.0,1.0,1.0,34.612,2026-06-23T16:34:17.351253
spirals,gap,2,80000,1,arch,50,5,disjoint,0.9998,0.9998,1.0,1.0,1.0,1.0,40.337,2026-06-23T16:35:05.162886
spirals,gap,2,80000,1,arch,70,1,disjoint,0.6,0.6,0.6429,0.5958,0.5958,0.6395,5.947,2026-06-23T16:35:12.903335
spirals,gap,2,80000,1,arch,70,2,disjoint,0.9653,0.9653,0.9933,0.9639,0.9639,0.9926,40.66,2026-06-23T16:35:56.706898
spirals,gap,2,80000,1,arch,70,3,disjoint,0.9991,0.9991,0.9998,0.999,0.999,0.9998,46.995,2026-06-23T16:36:47.748987
spirals,gap,2,80000,1,arch,70,4,disjoint,0.9991,0.9991,0.9999,0.9989,0.9989,0.9998,45.145,2026-06-23T16:37:37.980571
