dataset,panel,d,n,seed,method,m,L,feeding,train_acc,train_f1,train_auc,test_acc,test_f1,test_auc,fit_time_s,timestamp
covertype,gap,98,80000,0,arch,70,5,disjoint_featpart,0.7628,0.6986,0.9561,0.7519,0.6606,0.9505,161.279,2026-06-23T20:41:44.167085
covertype,gap,98,80000,1,arch,20,1,disjoint_featpart,0.7377,0.5842,0.9439,0.7386,0.587,0.9423,61.438,2026-06-23T20:42:47.562524
covertype,gap,98,80000,1,arch,20,2,disjoint_featpart,0.7449,0.615,0.9481,0.748,0.6293,0.9458,27.273,2026-06-23T20:43:18.515505
covertype,gap,98,80000,1,arch,20,3,disjoint_featpart,0.7495,0.6341,0.9503,0.7498,0.6284,0.9474,25.285,2026-06-23T20:43:49.211905
covertype,gap,98,80000,1,arch,20,4,disjoint_featpart,0.7518,0.6369,0.9518,0.753,0.6454,0.9483,26.119,2026-06-23T20:44:22.617667
covertype,gap,98,80000,1,arch,20,5,disjoint_featpart,0.7546,0.647,0.9529,0.7513,0.643,0.9493,27.193,2026-06-23T20:44:59.163422
covertype,gap,98,80000,1,arch,50,1,disjoint_featpart,0.7632,0.6506,0.9557,0.7615,0.65,0.9526,333.972,2026-06-23T20:50:35.629513
covertype,gap,98,80000,1,arch,50,2,disjoint_featpart,0.7643,0.6668,0.9559,0.7619,0.6611,0.9528,164.941,2026-06-23T20:53:25.956320
covertype,gap,98,80000,1,arch,50,3,disjoint_featpart,0.7633,0.6756,0.9556,0.7655,0.6843,0.9529,131.356,2026-06-23T20:55:45.578495
covertype,gap,98,80000,1,arch,50,4,disjoint_featpart,0.757,0.6614,0.9534,0.7527,0.6538,0.9496,82.561,2026-06-23T20:57:19.248998
covertype,gap,98,80000,1,arch,50,5,disjoint_featpart,0.7508,0.662,0.9524,0.7464,0.6557,0.9491,63.503,2026-06-23T20:58:36.730583
covertype,gap,98,80000,1,arch,70,1,disjoint_featpart,0.7736,0.6801,0.9594,0.7716,0.6727,0.9555,537.886,2026-06-23T21:07:37.595699
covertype,gap,98,80000,1,arch,70,2,disjoint_featpart,0.7728,0.6878,0.9593,0.7675,0.6673,0.9567,380.127,2026-06-23T21:14:04.469817
covertype,gap,98,80000,1,arch,70,3,disjoint_featpart,0.7743,0.6976,0.9589,0.7684,0.6885,0.9544,322.411,2026-06-23T21:19:37.266904
covertype,gap,98,80000,1,arch,70,4,disjoint_featpart,0.7716,0.7043,0.9587,0.7681,0.6831,0.955,161.503,2026-06-23T21:22:32.909617
covertype,gap,98,80000,1,arch,70,5,disjoint_featpart,0.7663,0.6971,0.9569,0.7641,0.6771,0.953,184.464,2026-06-23T21:25:55.221227
miniboone,control,50,30000,0,flat_arccos,0,0,disjoint,0.9175,0.898,0.9702,0.908,0.886,0.9656,6.845,2026-06-23T21:26:03.973758
miniboone,control,50,30000,0,rbf_rff,0,0,disjoint,0.8773,0.8399,0.9344,0.874,0.8349,0.9309,0.635,2026-06-23T21:26:07.072379
miniboone,control,50,30000,0,arch,20,1,disjoint,0.9046,0.8811,0.961,0.8974,0.8719,0.9565,7.575,2026-06-23T21:26:15.241974
miniboone,control,50,30000,0,arch,20,2,disjoint,0.9092,0.8876,0.9639,0.901,0.8776,0.9592,10.105,2026-06-23T21:26:26.478504
miniboone,control,50,30000,0,arch,20,3,disjoint,0.911,0.8907,0.9654,0.903,0.8811,0.9593,12.119,2026-06-23T21:26:40.269835
miniboone,control,50,30000,0,arch,20,4,disjoint,0.912,0.892,0.967,0.9025,0.8805,0.9587,14.162,2026-06-23T21:26:56.661906
miniboone,control,50,30000,0,arch,20,5,disjoint,0.9135,0.8942,0.9679,0.9017,0.8801,0.9577,16.032,2026-06-23T21:27:15.455213
miniboone,control,50,30000,0,arch,50,1,disjoint,0.9044,0.8811,0.9597,0.8994,0.8749,0.9555,10.549,2026-06-23T21:27:26.597615
miniboone,control,50,30000,0,arch,50,2,disjoint,0.9065,0.8845,0.9625,0.8997,0.8761,0.9585,18.369,2026-06-23T21:27:46.145847
miniboone,control,50,30000,0,arch,50,3,disjoint,0.9081,0.8866,0.9637,0.9012,0.8781,0.9583,25.793,2026-06-23T21:28:13.745856
miniboone,control,50,30000,0,arch,50,4,disjoint,0.9104,0.8893,0.9653,0.9003,0.8771,0.9584,33.367,2026-06-23T21:28:49.492246
miniboone,control,50,30000,0,arch,50,5,disjoint,0.9122,0.8914,0.9675,0.9008,0.8771,0.9591,44.365,2026-06-23T21:29:36.913255
miniboone,control,50,30000,0,arch,70,1,disjoint,0.8997,0.8744,0.9588,0.8957,0.8694,0.9557,10.002,2026-06-23T21:29:47.556550
miniboone,control,50,30000,0,arch,70,2,disjoint,0.9044,0.8815,0.9616,0.8987,0.8745,0.957,17.43,2026-06-23T21:30:06.257273
miniboone,control,50,30000,0,arch,70,3,disjoint,0.9056,0.8835,0.9631,0.9011,0.8777,0.9569,24.498,2026-06-23T21:30:32.660965
miniboone,control,50,30000,0,arch,70,4,disjoint,0.9083,0.8868,0.9645,0.9039,0.8813,0.9582,30.786,2026-06-23T21:31:05.992885
miniboone,control,50,30000,0,arch,70,5,disjoint,0.9095,0.8883,0.9658,0.9028,0.8799,0.9588,36.471,2026-06-23T21:31:45.639488
miniboone,control,50,30000,1,arch,20,1,disjoint,0.9055,0.8826,0.9611,0.9053,0.8828,0.9591,9.291,2026-06-23T21:31:55.599693
miniboone,control,50,30000,1,arch,20,2,disjoint,0.9109,0.8904,0.9648,0.9078,0.8871,0.9603,11.689,2026-06-23T21:32:08.455076
miniboone,control,50,30000,1,arch,20,3,disjoint,0.914,0.8944,0.9671,0.9064,0.8855,0.9608,13.836,2026-06-23T21:32:24.000276
miniboone,control,50,30000,1,arch,20,4,disjoint,0.9156,0.897,0.9686,0.9074,0.8874,0.9605,15.931,2026-06-23T21:32:42.287828
miniboone,control,50,30000,1,arch,20,5,disjoint,0.9161,0.898,0.9692,0.9064,0.8867,0.9595,18.006,2026-06-23T21:33:03.189463
miniboone,control,50,30000,1,arch,50,1,disjoint,0.8999,0.8749,0.9588,0.9008,0.8765,0.958,10.366,2026-06-23T21:33:14.187659
miniboone,control,50,30000,1,arch,50,2,disjoint,0.9058,0.8845,0.9625,0.9051,0.884,0.959,18.604,2026-06-23T21:33:34.024320
miniboone,control,50,30000,1,arch,50,3,disjoint,0.9088,0.8873,0.9641,0.9056,0.8838,0.96,26.058,2026-06-23T21:34:01.911255
miniboone,control,50,30000,1,arch,50,4,disjoint,0.9121,0.8916,0.9661,0.905,0.8835,0.9595,32.879,2026-06-23T21:34:37.210422
miniboone,control,50,30000,1,arch,50,5,disjoint,0.9118,0.8913,0.9674,0.9056,0.8843,0.9603,40.366,2026-06-23T21:35:20.610043
miniboone,control,50,30000,1,arch,70,1,disjoint,0.8995,0.8747,0.9575,0.9005,0.8763,0.9573,9.642,2026-06-23T21:35:30.899117
miniboone,control,50,30000,1,arch,70,2,disjoint,0.905,0.8821,0.9623,0.9036,0.8809,0.9592,17.23,2026-06-23T21:35:49.415092
miniboone,control,50,30000,1,arch,70,3,disjoint,0.9073,0.8857,0.9633,0.9044,0.8825,0.9601,24.024,2026-06-23T21:36:15.343017
miniboone,control,50,30000,1,arch,70,4,disjoint,0.9087,0.8866,0.9652,0.9055,0.8833,0.9603,30.192,2026-06-23T21:36:48.059697
miniboone,control,50,30000,1,arch,70,5,disjoint,0.9099,0.8883,0.9666,0.9054,0.8834,0.9608,36.081,2026-06-23T21:37:27.307973
miniboone,control,50,50000,0,flat_arccos,0,0,disjoint,0.9185,0.8992,0.9711,0.9186,0.8997,0.97,21.385,2026-06-23T21:37:49.232530
miniboone,control,50,50000,0,rbf_rff,0,0,disjoint,0.8788,0.8461,0.9342,0.8819,0.8499,0.9362,0.888,2026-06-23T21:37:53.781917
miniboone,control,50,50000,0,arch,20,1,disjoint,0.91,0.8886,0.9639,0.9085,0.8873,0.9633,15.906,2026-06-23T21:38:10.593688
miniboone,control,50,50000,0,arch,20,2,disjoint,0.9145,0.8944,0.966,0.9103,0.8896,0.9644,19.109,2026-06-23T21:38:31.425967
miniboone,control,50,50000,0,arch,20,3,disjoint,0.9164,0.8972,0.9683,0.914,0.8944,0.9657,22.622,2026-06-23T21:38:56.592723
miniboone,control,50,50000,0,arch,20,4,disjoint,0.9161,0.8968,0.9689,0.9141,0.8945,0.9656,25.735,2026-06-23T21:39:25.675185
miniboone,control,50,50000,0,arch,20,5,disjoint,0.9162,0.8972,0.9688,0.9121,0.8925,0.9646,28.333,2026-06-23T21:39:58.174617
miniboone,control,50,50000,0,arch,50,1,disjoint,0.9071,0.8848,0.9619,0.908,0.886,0.9617,20.481,2026-06-23T21:40:19.575557
miniboone,control,50,50000,0,arch,50,2,disjoint,0.9107,0.8903,0.9654,0.9111,0.891,0.9647,24.578,2026-06-23T21:40:45.929790
miniboone,control,50,50000,0,arch,50,3,disjoint,0.9143,0.8946,0.9676,0.9137,0.894,0.9659,28.494,2026-06-23T21:41:17.100456
miniboone,control,50,50000,0,arch,50,4,disjoint,0.9161,0.8971,0.9691,0.9137,0.8942,0.9663,32.007,2026-06-23T21:41:52.624810
miniboone,control,50,50000,0,arch,50,5,disjoint,0.9165,0.8977,0.9696,0.913,0.8937,0.9662,35.12,2026-06-23T21:42:32.112832
miniboone,control,50,50000,0,arch,70,1,disjoint,0.9044,0.8807,0.9599,0.9036,0.8802,0.9602,18.602,2026-06-23T21:42:51.652500
miniboone,control,50,50000,0,arch,70,2,disjoint,0.909,0.8876,0.964,0.9076,0.886,0.9627,31.246,2026-06-23T21:43:24.764452
miniboone,control,50,50000,0,arch,70,3,disjoint,0.9116,0.8905,0.9658,0.9095,0.8881,0.9643,43.591,2026-06-23T21:44:11.167134
miniboone,control,50,50000,0,arch,70,4,disjoint,0.9121,0.8911,0.967,0.9115,0.8905,0.9648,55.164,2026-06-23T21:45:10.029331
miniboone,control,50,50000,0,arch,70,5,disjoint,0.9133,0.8923,0.9678,0.9106,0.8892,0.9647,67.047,2026-06-23T21:46:21.679432
miniboone,control,50,50000,1,arch,20,1,disjoint,0.9136,0.8928,0.9656,0.9071,0.8847,0.9636,19.556,2026-06-23T21:46:42.216318
miniboone,control,50,50000,1,arch,20,2,disjoint,0.9161,0.8961,0.9676,0.9089,0.887,0.965,23.552,2026-06-23T21:47:07.470849
miniboone,control,50,50000,1,arch,20,3,disjoint,0.9177,0.8992,0.9687,0.9096,0.8891,0.9644,27.598,2026-06-23T21:47:37.612558
miniboone,control,50,50000,1,arch,20,4,disjoint,0.9189,0.9009,0.9692,0.9087,0.8884,0.9634,31.801,2026-06-23T21:48:12.785493
miniboone,control,50,50000,1,arch,20,5,disjoint,0.9196,0.9019,0.97,0.9078,0.8875,0.9626,35.415,2026-06-23T21:48:52.355343
miniboone,control,50,50000,1,arch,50,1,disjoint,0.9067,0.8836,0.9623,0.9003,0.8757,0.9603,20.383,2026-06-23T21:49:13.651577
miniboone,control,50,50000,1,arch,50,2,disjoint,0.9086,0.8864,0.9649,0.9025,0.8784,0.9627,24.445,2026-06-23T21:49:39.884220
miniboone,control,50,50000,1,arch,50,3,disjoint,0.9115,0.8914,0.9657,0.9077,0.8868,0.9631,28.001,2026-06-23T21:50:10.559878
miniboone,control,50,50000,1,arch,50,4,disjoint,0.9135,0.8942,0.9676,0.9097,0.8897,0.9641,31.452,2026-06-23T21:50:45.544708
miniboone,control,50,50000,1,arch,50,5,disjoint,0.9137,0.8942,0.9694,0.9086,0.888,0.9648,34.551,2026-06-23T21:51:24.529714
miniboone,control,50,50000,1,arch,70,1,disjoint,0.9047,0.8809,0.9607,0.9002,0.8752,0.9593,18.108,2026-06-23T21:51:43.574998
miniboone,control,50,50000,1,arch,70,2,disjoint,0.909,0.8875,0.9633,0.9048,0.8823,0.9612,31.303,2026-06-23T21:52:16.740517
miniboone,control,50,50000,1,arch,70,3,disjoint,0.9108,0.8895,0.9653,0.9074,0.8853,0.9626,42.857,2026-06-23T21:53:02.393274
miniboone,control,50,50000,1,arch,70,4,disjoint,0.912,0.8914,0.9665,0.9072,0.8854,0.9629,54.192,2026-06-23T21:54:00.251911
miniboone,control,50,50000,1,arch,70,5,disjoint,0.9124,0.8916,0.9679,0.9072,0.8854,0.9634,65.713,2026-06-23T21:55:10.604895
miniboone,control,50,80000,0,flat_arccos,0,0,disjoint,0.9166,0.897,0.9699,0.918,0.8989,0.9694,108.437,2026-06-23T21:56:59.831913
miniboone,control,50,80000,0,rbf_rff,0,0,disjoint,0.8747,0.8342,0.9351,0.8731,0.8324,0.9331,1.591,2026-06-23T21:57:06.652492
miniboone,control,50,80000,0,arch,20,1,disjoint,0.9133,0.8928,0.9667,0.9159,0.8962,0.9668,29.574,2026-06-23T21:57:37.525802
miniboone,control,50,80000,0,arch,20,2,disjoint,0.9153,0.895,0.9671,0.9162,0.8964,0.9669,34.172,2026-06-23T21:58:14.219552
miniboone,control,50,80000,0,arch,20,3,disjoint,0.9158,0.8969,0.9686,0.9163,0.8976,0.9677,37.324,2026-06-23T21:58:55.281516
miniboone,control,50,80000,0,arch,20,4,disjoint,0.916,0.8972,0.9687,0.9157,0.8969,0.9678,39.76,2026-06-23T21:59:39.988041
miniboone,control,50,80000,0,arch,20,5,disjoint,0.9157,0.8974,0.9689,0.9161,0.898,0.9678,41.732,2026-06-23T22:00:27.815094
miniboone,control,50,80000,0,arch,50,1,disjoint,0.9091,0.8872,0.9638,0.9125,0.8916,0.9644,28.586,2026-06-23T22:00:57.748691
miniboone,control,50,80000,0,arch,50,2,disjoint,0.913,0.8924,0.9665,0.9141,0.8938,0.9666,34.718,2026-06-23T22:01:35.107748
miniboone,control,50,80000,0,arch,50,3,disjoint,0.9152,0.896,0.9682,0.9165,0.8977,0.9679,41.179,2026-06-23T22:02:20.159507
miniboone,control,50,80000,0,arch,50,4,disjoint,0.9158,0.8969,0.9691,0.916,0.8972,0.9675,47.354,2026-06-23T22:03:12.715476
miniboone,control,50,80000,0,arch,50,5,disjoint,0.916,0.8971,0.9702,0.9176,0.8992,0.9672,52.625,2026-06-23T22:04:11.838463
miniboone,control,50,80000,0,arch,70,1,disjoint,0.9075,0.8855,0.9625,0.9107,0.8898,0.9634,31.771,2026-06-23T22:04:44.997926
miniboone,control,50,80000,0,arch,70,2,disjoint,0.9125,0.8923,0.9653,0.9131,0.8931,0.9659,38.112,2026-06-23T22:05:25.840116
miniboone,control,50,80000,0,arch,70,3,disjoint,0.9149,0.8956,0.9677,0.9139,0.8944,0.9671,44.323,2026-06-23T22:06:14.251797
miniboone,control,50,80000,0,arch,70,4,disjoint,0.9156,0.8968,0.9683,0.914,0.8948,0.9671,49.589,2026-06-23T22:07:09.278510
miniboone,control,50,80000,0,arch,70,5,disjoint,0.9163,0.8978,0.9692,0.9148,0.8961,0.9668,54.72,2026-06-23T22:08:10.788706
miniboone,control,50,80000,1,arch,20,1,disjoint,0.914,0.8931,0.9661,0.9105,0.8891,0.9656,28.292,2026-06-23T22:08:40.466030
miniboone,control,50,80000,1,arch,20,2,disjoint,0.9156,0.8954,0.967,0.9147,0.8946,0.9668,34.87,2026-06-23T22:09:17.842898
miniboone,control,50,80000,1,arch,20,3,disjoint,0.9162,0.8968,0.9681,0.9166,0.8974,0.9671,39.403,2026-06-23T22:10:00.959738
miniboone,control,50,80000,1,arch,20,4,disjoint,0.9164,0.8977,0.9679,0.917,0.8987,0.9669,41.901,2026-06-23T22:10:47.740150
miniboone,control,50,80000,1,arch,20,5,disjoint,0.9164,0.8979,0.9685,0.916,0.8975,0.9674,44.622,2026-06-23T22:11:38.476388
miniboone,control,50,80000,1,arch,50,1,disjoint,0.9095,0.8872,0.9633,0.9074,0.8849,0.9632,29.463,2026-06-23T22:12:09.264427
miniboone,control,50,80000,1,arch,50,2,disjoint,0.914,0.8935,0.9667,0.9117,0.8911,0.9663,38.678,2026-06-23T22:12:50.538585
miniboone,control,50,80000,1,arch,50,3,disjoint,0.9153,0.8961,0.9673,0.9117,0.8917,0.9661,44.992,2026-06-23T22:13:39.457129
miniboone,control,50,80000,1,arch,50,4,disjoint,0.916,0.8966,0.9691,0.9132,0.8933,0.9669,53.463,2026-06-23T22:14:38.071326
miniboone,control,50,80000,1,arch,50,5,disjoint,0.917,0.8983,0.9695,0.9125,0.893,0.9667,58.42,2026-06-23T22:15:42.911553
miniboone,control,50,80000,1,arch,70,1,disjoint,0.9081,0.8853,0.9629,0.907,0.8844,0.9631,29.811,2026-06-23T22:16:14.084396
miniboone,control,50,80000,1,arch,70,2,disjoint,0.9135,0.8927,0.9665,0.9106,0.8896,0.9661,36.288,2026-06-23T22:16:53.067104
miniboone,control,50,80000,1,arch,70,3,disjoint,0.9155,0.8955,0.9675,0.913,0.8927,0.9665,43.15,2026-06-23T22:17:40.276014
miniboone,control,50,80000,1,arch,70,4,disjoint,0.9166,0.8973,0.9691,0.9139,0.8942,0.9679,49.436,2026-06-23T22:18:35.730072
miniboone,control,50,80000,1,arch,70,5,disjoint,0.9173,0.8979,0.9701,0.9151,0.8956,0.9685,58.246,2026-06-23T22:19:40.678086
higgs,control,28,26415,0,flat_arccos,0,0,disjoint,0.6942,0.6906,0.7606,0.6579,0.6544,0.7137,6.225,2026-06-23T22:19:48.090371
higgs,control,28,26415,0,rbf_rff,0,0,disjoint,0.6776,0.6691,0.741,0.6517,0.6419,0.7053,1.057,2026-06-23T22:19:51.548649
higgs,control,28,26415,0,arch,20,1,disjoint,0.683,0.6785,0.7475,0.6653,0.6608,0.7135,6.82,2026-06-23T22:19:58.898936
higgs,control,28,26415,0,arch,20,2,disjoint,0.6949,0.6925,0.7587,0.6522,0.65,0.7045,16.827,2026-06-23T22:20:16.782941
higgs,control,28,26415,0,arch,20,3,disjoint,0.7038,0.7016,0.7703,0.6443,0.6421,0.6956,26.123,2026-06-23T22:20:44.476646
higgs,control,28,26415,0,arch,20,4,disjoint,0.7124,0.7101,0.7814,0.6365,0.6341,0.6872,34.516,2026-06-23T22:21:21.083177
higgs,control,28,26415,0,arch,20,5,disjoint,0.7218,0.7197,0.7928,0.6311,0.6288,0.6789,42.813,2026-06-23T22:22:06.491433
higgs,control,28,26415,0,arch,50,1,disjoint,0.675,0.6696,0.7369,0.6597,0.654,0.7175,9.69,2026-06-23T22:22:16.741813
higgs,control,28,26415,0,arch,50,2,disjoint,0.6863,0.683,0.7482,0.6616,0.6583,0.7184,15.452,2026-06-23T22:22:33.312182
higgs,control,28,26415,0,arch,50,3,disjoint,0.6938,0.691,0.7562,0.6598,0.6568,0.7144,21.353,2026-06-23T22:22:56.344039
higgs,control,28,26415,0,arch,50,4,disjoint,0.6982,0.6958,0.7634,0.658,0.6554,0.7126,27.698,2026-06-23T22:23:26.267862
higgs,control,28,26415,0,arch,50,5,disjoint,0.7022,0.7,0.7705,0.6534,0.651,0.7074,33.841,2026-06-23T22:24:02.877735
higgs,control,28,26415,0,arch,70,1,disjoint,0.6734,0.6684,0.7321,0.657,0.6512,0.7133,6.587,2026-06-23T22:24:10.029510
higgs,control,28,26415,0,arch,70,2,disjoint,0.6814,0.6781,0.7429,0.6599,0.6559,0.7132,9.935,2026-06-23T22:24:21.133484
higgs,control,28,26415,0,arch,70,3,disjoint,0.6905,0.688,0.7511,0.659,0.656,0.7129,13.118,2026-06-23T22:24:36.024476
higgs,control,28,26415,0,arch,70,4,disjoint,0.6939,0.6919,0.7578,0.6594,0.6571,0.7102,16.878,2026-06-23T22:24:55.227663
higgs,control,28,26415,0,arch,70,5,disjoint,0.6976,0.6952,0.7641,0.6553,0.6525,0.7089,20.516,2026-06-23T22:25:18.658869
higgs,control,28,26415,1,arch,20,1,disjoint,0.6876,0.6822,0.7473,0.6575,0.6512,0.7143,6.966,2026-06-23T22:25:26.196620
higgs,control,28,26415,1,arch,20,2,disjoint,0.697,0.6926,0.7596,0.6541,0.6489,0.7048,17.367,2026-06-23T22:25:44.625708
higgs,control,28,26415,1,arch,20,3,disjoint,0.7051,0.7014,0.7717,0.6487,0.6439,0.6966,26.23,2026-06-23T22:26:12.439616
higgs,control,28,26415,1,arch,20,4,disjoint,0.714,0.7108,0.7814,0.6429,0.6385,0.6882,34.351,2026-06-23T22:26:48.890404
higgs,control,28,26415,1,arch,20,5,disjoint,0.7217,0.7189,0.792,0.6327,0.6283,0.6817,42.027,2026-06-23T22:27:33.542971
higgs,control,28,26415,1,arch,50,1,disjoint,0.6792,0.673,0.7361,0.6587,0.6517,0.7123,9.6,2026-06-23T22:27:43.709477
higgs,control,28,26415,1,arch,50,2,disjoint,0.6863,0.6822,0.7496,0.6596,0.6551,0.712,15.067,2026-06-23T22:27:59.907981
higgs,control,28,26415,1,arch,50,3,disjoint,0.6949,0.691,0.7586,0.6565,0.6523,0.7072,21.455,2026-06-23T22:28:23.019056
higgs,control,28,26415,1,arch,50,4,disjoint,0.6968,0.6932,0.7652,0.6567,0.6529,0.7066,27.598,2026-06-23T22:28:52.879413
higgs,control,28,26415,1,arch,50,5,disjoint,0.701,0.6979,0.7722,0.6522,0.6489,0.703,34.126,2026-06-23T22:29:29.808070
higgs,control,28,26415,1,arch,70,1,disjoint,0.6755,0.6689,0.7325,0.6554,0.6479,0.7123,6.334,2026-06-23T22:29:36.710921
higgs,control,28,26415,1,arch,70,2,disjoint,0.6852,0.6813,0.7437,0.6569,0.6525,0.7116,9.464,2026-06-23T22:29:47.349590
higgs,control,28,26415,1,arch,70,3,disjoint,0.6892,0.6856,0.7508,0.6528,0.6485,0.7094,13.044,2026-06-23T22:30:02.152620
higgs,control,28,26415,1,arch,70,4,disjoint,0.6946,0.6912,0.7588,0.6553,0.6514,0.707,16.704,2026-06-23T22:30:21.164978
higgs,control,28,26415,1,arch,70,5,disjoint,0.6984,0.6955,0.7656,0.6561,0.6524,0.7065,20.232,2026-06-23T22:30:44.353368
higgs,control,28,44025,0,flat_arccos,0,0,disjoint,0.6894,0.6855,0.7539,0.6588,0.6541,0.7166,12.128,2026-06-23T22:30:56.943415
higgs,control,28,44025,0,rbf_rff,0,0,disjoint,0.6728,0.6646,0.7349,0.6536,0.6442,0.7097,1.597,2026-06-23T22:31:01.985231
higgs,control,28,44025,0,arch,20,1,disjoint,0.6836,0.6792,0.7475,0.6576,0.6523,0.7122,13.551,2026-06-23T22:31:16.328010
higgs,control,28,44025,0,arch,20,2,disjoint,0.6921,0.6893,0.7562,0.646,0.6426,0.7032,32.971,2026-06-23T22:31:50.839290
higgs,control,28,44025,0,arch,20,3,disjoint,0.6954,0.6926,0.7632,0.6378,0.6346,0.6939,52.967,2026-06-23T22:32:46.093964
higgs,control,28,44025,0,arch,20,4,disjoint,0.7023,0.6997,0.7708,0.6343,0.6313,0.6883,71.019,2026-06-23T22:34:00.116872
higgs,control,28,44025,0,arch,20,5,disjoint,0.7075,0.7053,0.7782,0.6269,0.6242,0.6788,89.392,2026-06-23T22:35:33.331366
higgs,control,28,44025,0,arch,50,1,disjoint,0.6819,0.6776,0.7425,0.6601,0.6553,0.7153,25.561,2026-06-23T22:35:59.664984
higgs,control,28,44025,0,arch,50,2,disjoint,0.6877,0.6843,0.7502,0.6557,0.6519,0.7135,44.436,2026-06-23T22:36:45.721204
higgs,control,28,44025,0,arch,50,3,disjoint,0.6909,0.6879,0.755,0.6514,0.6482,0.7095,64.526,2026-06-23T22:37:52.670977
higgs,control,28,44025,0,arch,50,4,disjoint,0.6945,0.6909,0.7602,0.6452,0.6411,0.7026,83.439,2026-06-23T22:39:19.324821
higgs,control,28,44025,0,arch,50,5,disjoint,0.6979,0.6954,0.7647,0.6404,0.6374,0.6968,102.789,2026-06-23T22:41:06.113075
higgs,control,28,44025,0,arch,70,1,disjoint,0.6783,0.6735,0.7384,0.6566,0.6511,0.7144,20.749,2026-06-23T22:41:27.648371
higgs,control,28,44025,0,arch,70,2,disjoint,0.6876,0.6844,0.7487,0.6554,0.6512,0.7147,29.839,2026-06-23T22:41:59.146432
higgs,control,28,44025,0,arch,70,3,disjoint,0.6901,0.6871,0.7544,0.6586,0.6545,0.7145,40.359,2026-06-23T22:42:42.033750
higgs,control,28,44025,0,arch,70,4,disjoint,0.6959,0.6931,0.7599,0.6562,0.6523,0.7135,50.151,2026-06-23T22:43:35.497718
higgs,control,28,44025,0,arch,70,5,disjoint,0.6983,0.6956,0.7651,0.6523,0.6487,0.7087,59.122,2026-06-23T22:44:38.793657
higgs,control,28,44025,1,arch,20,1,disjoint,0.6823,0.6771,0.742,0.674,0.6685,0.7286,14.449,2026-06-23T22:44:54.075301
higgs,control,28,44025,1,arch,20,2,disjoint,0.6869,0.6829,0.7497,0.6649,0.66,0.7208,33.971,2026-06-23T22:45:29.579486
higgs,control,28,44025,1,arch,20,3,disjoint,0.6938,0.6899,0.7587,0.657,0.6528,0.7127,52.571,2026-06-23T22:46:24.410200
higgs,control,28,44025,1,arch,20,4,disjoint,0.6991,0.6956,0.7653,0.6563,0.6524,0.7064,70.871,2026-06-23T22:47:38.308678
higgs,control,28,44025,1,arch,20,5,disjoint,0.7057,0.7024,0.773,0.6494,0.6455,0.698,90.5,2026-06-23T22:49:12.590448
higgs,control,28,44025,1,arch,50,1,disjoint,0.6796,0.6739,0.7395,0.675,0.669,0.7295,25.868,2026-06-23T22:49:39.233605
higgs,control,28,44025,1,arch,50,2,disjoint,0.6852,0.681,0.7457,0.6719,0.6674,0.7276,45.357,2026-06-23T22:50:26.207858
higgs,control,28,44025,1,arch,50,3,disjoint,0.6904,0.6865,0.7516,0.6623,0.6578,0.7193,63.926,2026-06-23T22:51:32.515565
higgs,control,28,44025,1,arch,50,4,disjoint,0.6942,0.6906,0.7574,0.6579,0.6542,0.7146,83.77,2026-06-23T22:52:59.396431
higgs,control,28,44025,1,arch,50,5,disjoint,0.6971,0.6934,0.7619,0.6495,0.6456,0.7073,103.865,2026-06-23T22:54:47.159728
higgs,control,28,44025,1,arch,70,1,disjoint,0.6787,0.6727,0.7356,0.6743,0.6675,0.7285,21.245,2026-06-23T22:55:09.231029
higgs,control,28,44025,1,arch,70,2,disjoint,0.6862,0.6824,0.7446,0.6749,0.6704,0.7289,30.853,2026-06-23T22:55:41.756489
higgs,control,28,44025,1,arch,70,3,disjoint,0.6894,0.6857,0.7503,0.6727,0.6682,0.726,40.568,2026-06-23T22:56:24.833536
higgs,control,28,44025,1,arch,70,4,disjoint,0.695,0.6914,0.7564,0.6678,0.6636,0.7255,51.361,2026-06-23T22:57:19.539559
higgs,control,28,44025,1,arch,70,5,disjoint,0.6973,0.6939,0.7614,0.6672,0.663,0.7216,61.107,2026-06-23T22:58:24.854074
higgs,control,28,70440,0,flat_arccos,0,0,disjoint,0.6841,0.6798,0.7458,0.6741,0.6691,0.7302,15.759,2026-06-23T22:58:41.272834
higgs,control,28,70440,0,rbf_rff,0,0,disjoint,0.6753,0.672,0.7309,0.6619,0.6585,0.7149,2.147,2026-06-23T22:58:48.465544
higgs,control,28,70440,0,arch,20,1,disjoint,0.6827,0.678,0.7435,0.6717,0.6662,0.7286,19.885,2026-06-23T22:59:09.487955
higgs,control,28,70440,0,arch,20,2,disjoint,0.6867,0.6831,0.7493,0.6642,0.6599,0.7204,43.64,2026-06-23T22:59:55.362050
higgs,control,28,70440,0,arch,20,3,disjoint,0.6901,0.6866,0.755,0.6594,0.6554,0.7104,67.713,2026-06-23T23:01:06.368448
higgs,control,28,70440,0,arch,20,4,disjoint,0.6946,0.6912,0.7602,0.6529,0.649,0.7038,92.127,2026-06-23T23:02:42.951711
higgs,control,28,70440,0,arch,20,5,disjoint,0.6996,0.6967,0.7662,0.6447,0.6408,0.6968,118.908,2026-06-23T23:04:47.346422
higgs,control,28,70440,0,arch,50,1,disjoint,0.6804,0.6756,0.7407,0.6753,0.6699,0.7286,19.248,2026-06-23T23:05:07.796541
